Trade Date,Options Class,Underlying,Product Type,Exchange,Volume
2008/12/22,QQQ,QQQQ,S,CBOE,2180
2008/12/23,QQQ,QQQQ,S,CBOE,6489
2008/12/24,QQQ,QQQQ,S,CBOE,435
2008/12/26,QQQ,QQQQ,S,CBOE,1842
2008/12/29,QQQ,QQQQ,S,CBOE,3645
2008/12/30,QQQ,QQQQ,S,CBOE,3552
2008/12/31,QQQ,QQQQ,S,CBOE,6249
2009/01/02,QQQ,QQQQ,S,CBOE,5537
2009/01/05,QQQ,QQQQ,S,CBOE,5074
2009/01/06,QQQ,QQQQ,S,CBOE,4932
2009/01/07,QQQ,QQQQ,S,CBOE,12650
2009/01/08,QQQ,QQQQ,S,CBOE,6003
2009/01/09,QQQ,QQQQ,S,CBOE,5110
2009/01/12,QQQ,QQQQ,S,CBOE,4364
2009/01/13,QQQ,QQQQ,S,CBOE,8665
2009/01/14,QQQ,QQQQ,S,CBOE,10743
2009/01/15,QQQ,QQQQ,S,CBOE,4382
2009/01/16,QQQ,QQQQ,S,CBOE,11763
2009/01/20,QQQ,QQQQ,S,CBOE,3810
2009/01/21,QQQ,QQQQ,S,CBOE,3846
2009/01/22,QQQ,QQQQ,S,CBOE,5014
2009/01/23,QQQ,QQQQ,S,CBOE,1135
2009/01/26,QQQ,QQQQ,S,CBOE,4707
2009/01/27,QQQ,QQQQ,S,CBOE,748
2009/01/28,QQQ,QQQQ,S,CBOE,1685
2009/01/29,QQQ,QQQQ,S,CBOE,33919
2009/01/30,QQQ,QQQQ,S,CBOE,3737
2009/02/02,QQQ,QQQQ,S,CBOE,16481
2009/02/03,QQQ,QQQQ,S,CBOE,164
2009/02/04,QQQ,QQQQ,S,CBOE,542
2009/02/05,QQQ,QQQQ,S,CBOE,1748
2009/02/06,QQQ,QQQQ,S,CBOE,5537
2009/02/09,QQQ,QQQQ,S,CBOE,12507
2009/02/10,QQQ,QQQQ,S,CBOE,4566
2009/02/11,QQQ,QQQQ,S,CBOE,3809
2009/02/12,QQQ,QQQQ,S,CBOE,1437
2009/02/13,QQQ,QQQQ,S,CBOE,573
2009/02/17,QQQ,QQQQ,S,CBOE,126
2009/02/18,QQQ,QQQQ,S,CBOE,268
2009/02/19,QQQ,QQQQ,S,CBOE,366
2009/02/20,QQQ,QQQQ,S,CBOE,5009
2009/02/23,QQQ,QQQQ,S,CBOE,13248
2009/02/24,QQQ,QQQQ,S,CBOE,22679
2009/02/25,QQQ,QQQQ,S,CBOE,1141
2009/02/26,QQQ,QQQQ,S,CBOE,25393
2009/02/27,QQQ,QQQQ,S,CBOE,16130
2009/03/02,QQQ,QQQQ,S,CBOE,888
2009/03/03,QQQ,QQQQ,S,CBOE,773
2009/03/04,QQQ,QQQQ,S,CBOE,739
2009/03/05,QQQ,QQQQ,S,CBOE,2453
2009/03/06,QQQ,QQQQ,S,CBOE,96
2009/03/09,QQQ,QQQQ,S,CBOE,66
2009/03/10,QQQ,QQQQ,S,CBOE,172
2009/03/11,QQQ,QQQQ,S,CBOE,383
2009/03/12,QQQ,QQQQ,S,CBOE,385
2009/03/13,QQQ,QQQQ,S,CBOE,136
2009/03/16,QQQ,QQQQ,S,CBOE,560
2009/03/17,QQQ,QQQQ,S,CBOE,461
2009/03/18,QQQ,QQQQ,S,CBOE,251
2009/03/19,QQQ,QQQQ,S,CBOE,6670
2009/03/20,QQQ,QQQQ,S,CBOE,618
2009/03/23,QQQ,QQQQ,S,CBOE,12080
2009/03/24,QQQ,QQQQ,S,CBOE,3523
2009/03/25,QQQ,QQQQ,S,CBOE,2806
2009/03/26,QQQ,QQQQ,S,CBOE,9648
2009/03/27,QQQ,QQQQ,S,CBOE,1899
2009/03/30,QQQ,QQQQ,S,CBOE,665
2009/03/31,QQQ,QQQQ,S,CBOE,394
2009/04/01,QQQ,QQQQ,S,CBOE,2070
2009/04/02,QQQ,QQQQ,S,CBOE,23801
2009/04/03,QQQ,QQQQ,S,CBOE,15232
2009/04/06,QQQ,QQQQ,S,CBOE,5560
2009/04/07,QQQ,QQQQ,S,CBOE,2248
2009/04/08,QQQ,QQQQ,S,CBOE,1550
2009/04/09,QQQ,QQQQ,S,CBOE,44833
2009/04/13,QQQ,QQQQ,S,CBOE,30275
2009/04/14,QQQ,QQQQ,S,CBOE,37882
2009/04/15,QQQ,QQQQ,S,CBOE,31764
2009/04/16,QQQ,QQQQ,S,CBOE,56352
2009/04/17,QQQ,QQQQ,S,CBOE,23852
2009/04/20,QQQ,QQQQ,S,CBOE,49355
2009/04/21,QQQ,QQQQ,S,CBOE,16672
2009/04/22,QQQ,QQQQ,S,CBOE,176505
2009/04/23,QQQ,QQQQ,S,CBOE,23440
2009/04/24,QQQ,QQQQ,S,CBOE,77012
2009/04/27,QQQ,QQQQ,S,CBOE,76254
2009/04/28,QQQ,QQQQ,S,CBOE,17982
2009/04/29,QQQ,QQQQ,S,CBOE,65100
2009/04/30,QQQ,QQQQ,S,CBOE,73096
2009/05/01,QQQ,QQQQ,S,CBOE,32586
2009/05/04,QQQ,QQQQ,S,CBOE,72731
2009/05/05,QQQ,QQQQ,S,CBOE,46794
2009/05/06,QQQ,QQQQ,S,CBOE,76667
2009/05/07,QQQ,QQQQ,S,CBOE,137397
2009/05/08,QQQ,QQQQ,S,CBOE,82221
2009/05/11,QQQ,QQQQ,S,CBOE,45555
2009/05/12,QQQ,QQQQ,S,CBOE,89340
2009/05/13,QQQ,QQQQ,S,CBOE,29354
2009/05/14,QQQ,QQQQ,S,CBOE,132585
2009/05/15,QQQ,QQQQ,S,CBOE,50826
2009/05/18,QQQ,QQQQ,S,CBOE,29276
2009/05/19,QQQ,QQQQ,S,CBOE,102006
2009/05/20,QQQ,QQQQ,S,CBOE,113347
2009/05/21,QQQ,QQQQ,S,CBOE,52513
2009/05/22,QQQ,QQQQ,S,CBOE,17608
2009/05/26,QQQ,QQQQ,S,CBOE,42676
2009/05/27,QQQ,QQQQ,S,CBOE,55793
2009/05/28,QQQ,QQQQ,S,CBOE,56837
2009/05/29,QQQ,QQQQ,S,CBOE,48771
2009/06/01,QQQ,QQQQ,S,CBOE,138797
2009/06/02,QQQ,QQQQ,S,CBOE,67382
2009/06/03,QQQ,QQQQ,S,CBOE,82251
2009/06/04,QQQ,QQQQ,S,CBOE,59466
2009/06/05,QQQ,QQQQ,S,CBOE,92904
2009/06/08,QQQ,QQQQ,S,CBOE,80582
2009/06/09,QQQ,QQQQ,S,CBOE,93340
2009/06/10,QQQ,QQQQ,S,CBOE,125499
2009/06/11,QQQ,QQQQ,S,CBOE,127536
2009/06/12,QQQ,QQQQ,S,CBOE,171804
2009/06/15,QQQ,QQQQ,S,CBOE,138047
2009/06/16,QQQ,QQQQ,S,CBOE,139066
2009/06/17,QQQ,QQQQ,S,CBOE,163456
2009/06/18,QQQ,QQQQ,S,CBOE,124597
2009/06/19,QQQ,QQQQ,S,CBOE,201035
2009/06/22,QQQ,QQQQ,S,CBOE,77339
2009/06/23,QQQ,QQQQ,S,CBOE,95072
2009/06/24,QQQ,QQQQ,S,CBOE,59836
2009/06/25,QQQ,QQQQ,S,CBOE,74607
2009/06/26,QQQ,QQQQ,S,CBOE,99271
2009/06/29,QQQ,QQQQ,S,CBOE,160432
2009/06/30,QQQ,QQQQ,S,CBOE,102442
2009/07/01,QQQ,QQQQ,S,CBOE,86294
2009/07/02,QQQ,QQQQ,S,CBOE,163189
2009/07/06,QQQ,QQQQ,S,CBOE,106959
2009/07/07,QQQ,QQQQ,S,CBOE,140073
2009/07/08,QQQ,QQQQ,S,CBOE,112880
2009/07/09,QQQ,QQQQ,S,CBOE,59200
2009/07/10,QQQ,QQQQ,S,CBOE,70852
2009/07/13,QQQ,QQQQ,S,CBOE,107605
2009/07/14,QQQ,QQQQ,S,CBOE,84696
2009/07/15,QQQ,QQQQ,S,CBOE,358761
2009/07/16,QQQ,QQQQ,S,CBOE,165539
2009/07/17,QQQ,QQQQ,S,CBOE,110193
2009/07/20,QQQ,QQQQ,S,CBOE,122886
2009/07/21,QQQ,QQQQ,S,CBOE,126677
2009/07/22,QQQ,QQQQ,S,CBOE,184028
2009/07/23,QQQ,QQQQ,S,CBOE,351948
2009/07/24,QQQ,QQQQ,S,CBOE,113312
2009/07/27,QQQ,QQQQ,S,CBOE,155553
2009/07/28,QQQ,QQQQ,S,CBOE,138683
2009/07/29,QQQ,QQQQ,S,CBOE,134817
2009/07/30,QQQ,QQQQ,S,CBOE,168084
2009/07/31,QQQ,QQQQ,S,CBOE,165015
2009/08/03,QQQ,QQQQ,S,CBOE,181031
2009/08/04,QQQ,QQQQ,S,CBOE,207895
2009/08/05,QQQ,QQQQ,S,CBOE,127186
2009/08/06,QQQ,QQQQ,S,CBOE,198426
2009/08/07,QQQ,QQQQ,S,CBOE,109165
2009/08/10,QQQ,QQQQ,S,CBOE,149366
2009/08/11,QQQ,QQQQ,S,CBOE,134620
2009/08/12,QQQ,QQQQ,S,CBOE,157142
2009/08/13,QQQ,QQQQ,S,CBOE,97883
2009/08/14,QQQ,QQQQ,S,CBOE,243086
2009/08/17,QQQ,QQQQ,S,CBOE,234906
2009/08/18,QQQ,QQQQ,S,CBOE,119438
2009/08/19,QQQ,QQQQ,S,CBOE,178626
2009/08/20,QQQ,QQQQ,S,CBOE,153132
2009/08/21,QQQ,QQQQ,S,CBOE,204421
2009/08/24,QQQ,QQQQ,S,CBOE,83962
2009/08/25,QQQ,QQQQ,S,CBOE,151278
2009/08/26,QQQ,QQQQ,S,CBOE,251651
2009/08/27,QQQ,QQQQ,S,CBOE,183923
2009/08/28,QQQ,QQQQ,S,CBOE,134790
2009/08/31,QQQ,QQQQ,S,CBOE,136039
2009/09/01,QQQ,QQQQ,S,CBOE,295343
2009/09/02,QQQ,QQQQ,S,CBOE,127667
2009/09/03,QQQ,QQQQ,S,CBOE,155547
2009/09/04,QQQ,QQQQ,S,CBOE,181393
2009/09/08,QQQ,QQQQ,S,CBOE,190668
2009/09/09,QQQ,QQQQ,S,CBOE,345360
2009/09/10,QQQ,QQQQ,S,CBOE,239988
2009/09/11,QQQ,QQQQ,S,CBOE,323979
2009/09/14,QQQ,QQQQ,S,CBOE,162436
2009/09/15,QQQ,QQQQ,S,CBOE,174245
2009/09/16,QQQ,QQQQ,S,CBOE,219388
2009/09/17,QQQ,QQQQ,S,CBOE,246961
2009/09/18,QQQ,QQQQ,S,CBOE,222537
2009/09/21,QQQ,QQQQ,S,CBOE,75586
2009/09/22,QQQ,QQQQ,S,CBOE,88800
2009/09/23,QQQ,QQQQ,S,CBOE,206356
2009/09/24,QQQ,QQQQ,S,CBOE,218608
2009/09/25,QQQ,QQQQ,S,CBOE,158222
2009/09/28,QQQ,QQQQ,S,CBOE,119815
2009/09/29,QQQ,QQQQ,S,CBOE,138941
2009/09/30,QQQ,QQQQ,S,CBOE,279567
2009/10/01,QQQ,QQQQ,S,CBOE,192521
2009/10/02,QQQ,QQQQ,S,CBOE,188867
2009/10/05,QQQ,QQQQ,S,CBOE,119840
2009/10/06,QQQ,QQQQ,S,CBOE,186302
2009/10/07,QQQ,QQQQ,S,CBOE,108557
2009/10/08,QQQ,QQQQ,S,CBOE,239303
2009/10/09,QQQ,QQQQ,S,CBOE,83427
2009/10/12,QQQ,QQQQ,S,CBOE,80374
2009/10/13,QQQ,QQQQ,S,CBOE,120935
2009/10/14,QQQ,QQQQ,S,CBOE,236108
2009/10/15,QQQ,QQQQ,S,CBOE,241308
2009/10/16,QQQ,QQQQ,S,CBOE,210033
2009/10/19,QQQ,QQQQ,S,CBOE,131687
2009/10/20,QQQ,QQQQ,S,CBOE,91370
2009/10/21,QQQ,QQQQ,S,CBOE,209221
2009/10/22,QQQ,QQQQ,S,CBOE,128755
2009/10/23,QQQ,QQQQ,S,CBOE,153615
2009/10/26,QQQ,QQQQ,S,CBOE,169363
2009/10/27,QQQ,QQQQ,S,CBOE,118579
2009/10/28,QQQ,QQQQ,S,CBOE,179526
2009/10/29,QQQ,QQQQ,S,CBOE,138869
2009/10/30,QQQ,QQQQ,S,CBOE,267628
2009/11/02,QQQ,QQQQ,S,CBOE,204483
2009/11/03,QQQ,QQQQ,S,CBOE,163244
2009/11/04,QQQ,QQQQ,S,CBOE,154607
2009/11/05,QQQ,QQQQ,S,CBOE,149717
2009/11/06,QQQ,QQQQ,S,CBOE,189789
2009/11/09,QQQ,QQQQ,S,CBOE,153456
2009/11/10,QQQ,QQQQ,S,CBOE,145296
2009/11/11,QQQ,QQQQ,S,CBOE,165636
2009/11/12,QQQ,QQQQ,S,CBOE,172722
2009/11/13,QQQ,QQQQ,S,CBOE,84840
2009/11/16,QQQ,QQQQ,S,CBOE,160724
2009/11/17,QQQ,QQQQ,S,CBOE,119028
2009/11/18,QQQ,QQQQ,S,CBOE,190523
2009/11/19,QQQ,QQQQ,S,CBOE,176831
2009/11/20,QQQ,QQQQ,S,CBOE,149618
2009/11/23,QQQ,QQQQ,S,CBOE,164228
2009/11/24,QQQ,QQQQ,S,CBOE,62871
2009/11/25,QQQ,QQQQ,S,CBOE,56006
2009/11/27,QQQ,QQQQ,S,CBOE,119096
2009/11/30,QQQ,QQQQ,S,CBOE,211577
2009/12/01,QQQ,QQQQ,S,CBOE,143054
2009/12/02,QQQ,QQQQ,S,CBOE,181833
2009/12/03,QQQ,QQQQ,S,CBOE,131249
2009/12/04,QQQ,QQQQ,S,CBOE,278732
2009/12/07,QQQ,QQQQ,S,CBOE,77870
2009/12/08,QQQ,QQQQ,S,CBOE,133845
2009/12/09,QQQ,QQQQ,S,CBOE,240554
2009/12/10,QQQ,QQQQ,S,CBOE,132188
2009/12/11,QQQ,QQQQ,S,CBOE,147980
2009/12/14,QQQ,QQQQ,S,CBOE,184825
2009/12/15,QQQ,QQQQ,S,CBOE,128351
2009/12/16,QQQ,QQQQ,S,CBOE,177820
2009/12/17,QQQ,QQQQ,S,CBOE,340170
2009/12/18,QQQ,QQQQ,S,CBOE,238602
2009/12/21,QQQ,QQQQ,S,CBOE,183523
2009/12/22,QQQ,QQQQ,S,CBOE,89663
2009/12/23,QQQ,QQQQ,S,CBOE,98593
2009/12/24,QQQ,QQQQ,S,CBOE,48240
2009/12/28,QQQ,QQQQ,S,CBOE,129704
2009/12/29,QQQ,QQQQ,S,CBOE,130668
2009/12/30,QQQ,QQQQ,S,CBOE,73346
2009/12/31,QQQ,QQQQ,S,CBOE,83378
2010/01/04,QQQ,QQQQ,S,CBOE,106644
2010/01/05,QQQ,QQQQ,S,CBOE,93179
2010/01/06,QQQ,QQQQ,S,CBOE,107647
2010/01/07,QQQ,QQQQ,S,CBOE,84052
2010/01/08,QQQ,QQQQ,S,CBOE,155000
2010/01/11,QQQ,QQQQ,S,CBOE,175210
2010/01/12,QQQ,QQQQ,S,CBOE,195953
2010/01/13,QQQ,QQQQ,S,CBOE,243193
2010/01/14,QQQ,QQQQ,S,CBOE,133067
2010/01/15,QQQ,QQQQ,S,CBOE,268143
2010/01/19,QQQ,QQQQ,S,CBOE,183263
2010/01/20,QQQ,QQQQ,S,CBOE,223857
2010/01/21,QQQ,QQQQ,S,CBOE,275261
2010/01/22,QQQ,QQQQ,S,CBOE,284447
2010/01/25,QQQ,QQQQ,S,CBOE,206058
2010/01/26,QQQ,QQQQ,S,CBOE,155317
2010/01/27,QQQ,QQQQ,S,CBOE,185065
2010/01/28,QQQ,QQQQ,S,CBOE,262059
2010/01/29,QQQ,QQQQ,S,CBOE,195680
2010/02/01,QQQ,QQQQ,S,CBOE,146274
2010/02/02,QQQ,QQQQ,S,CBOE,113012
2010/02/03,QQQ,QQQQ,S,CBOE,75356
2010/02/04,QQQ,QQQQ,S,CBOE,186214
2010/02/05,QQQ,QQQQ,S,CBOE,248688
2010/02/08,QQQ,QQQQ,S,CBOE,111654
2010/02/09,QQQ,QQQQ,S,CBOE,121454
2010/02/10,QQQ,QQQQ,S,CBOE,107690
2010/02/11,QQQ,QQQQ,S,CBOE,76605
2010/02/12,QQQ,QQQQ,S,CBOE,53568
2010/02/16,QQQ,QQQQ,S,CBOE,52300
2010/02/17,QQQ,QQQQ,S,CBOE,170926
2010/02/18,QQQ,QQQQ,S,CBOE,156124
2010/02/19,QQQ,QQQQ,S,CBOE,196916
2010/02/22,QQQ,QQQQ,S,CBOE,77501
2010/02/23,QQQ,QQQQ,S,CBOE,51647
2010/02/24,QQQ,QQQQ,S,CBOE,46746
2010/02/25,QQQ,QQQQ,S,CBOE,129813
2010/02/26,QQQ,QQQQ,S,CBOE,48793
2010/03/01,QQQ,QQQQ,S,CBOE,225187
2010/03/02,QQQ,QQQQ,S,CBOE,171309
2010/03/03,QQQ,QQQQ,S,CBOE,62265
2010/03/04,QQQ,QQQQ,S,CBOE,110459
2010/03/05,QQQ,QQQQ,S,CBOE,152247
2010/03/08,QQQ,QQQQ,S,CBOE,172269
2010/03/09,QQQ,QQQQ,S,CBOE,216267
2010/03/10,QQQ,QQQQ,S,CBOE,158689
2010/03/11,QQQ,QQQQ,S,CBOE,79467
2010/03/12,QQQ,QQQQ,S,CBOE,123220
2010/03/15,QQQ,QQQQ,S,CBOE,101538
2010/03/16,QQQ,QQQQ,S,CBOE,101041
2010/03/17,QQQ,QQQQ,S,CBOE,165120
2010/03/18,QQQ,QQQQ,S,CBOE,116868
2010/03/19,QQQ,QQQQ,S,CBOE,70050
2010/03/22,QQQ,QQQQ,S,CBOE,64083
2010/03/23,QQQ,QQQQ,S,CBOE,92428
2010/03/24,QQQ,QQQQ,S,CBOE,45698
2010/03/25,QQQ,QQQQ,S,CBOE,234754
2010/03/26,QQQ,QQQQ,S,CBOE,58836
2010/03/29,QQQ,QQQQ,S,CBOE,68381
2010/03/30,QQQ,QQQQ,S,CBOE,53211
2010/03/31,QQQ,QQQQ,S,CBOE,39064
2010/04/01,QQQ,QQQQ,S,CBOE,130888
2010/04/05,QQQ,QQQQ,S,CBOE,122562
2010/04/06,QQQ,QQQQ,S,CBOE,160618
2010/04/07,QQQ,QQQQ,S,CBOE,124857
2010/04/08,QQQ,QQQQ,S,CBOE,91382
2010/04/09,QQQ,QQQQ,S,CBOE,105195
2010/04/12,QQQ,QQQQ,S,CBOE,116021
2010/04/13,QQQ,QQQQ,S,CBOE,118817
2010/04/14,QQQ,QQQQ,S,CBOE,163614
2010/04/15,QQQ,QQQQ,S,CBOE,239574
2010/04/16,QQQ,QQQQ,S,CBOE,287253
2010/04/19,QQQ,QQQQ,S,CBOE,268802
2010/04/20,QQQ,QQQQ,S,CBOE,86690
2010/04/21,QQQ,QQQQ,S,CBOE,118579
2010/04/22,QQQ,QQQQ,S,CBOE,140662
2010/04/23,QQQ,QQQQ,S,CBOE,121177
2010/04/26,QQQ,QQQQ,S,CBOE,82324
2010/04/27,QQQ,QQQQ,S,CBOE,199848
2010/04/28,QQQ,QQQQ,S,CBOE,149483
2010/04/29,QQQ,QQQQ,S,CBOE,124937
2010/04/30,QQQ,QQQQ,S,CBOE,95154
2010/05/03,QQQ,QQQQ,S,CBOE,120598
2010/05/04,QQQ,QQQQ,S,CBOE,317345
2010/05/05,QQQ,QQQQ,S,CBOE,447570
2010/05/06,QQQ,QQQQ,S,CBOE,339669
2010/05/07,QQQ,QQQQ,S,CBOE,426417
2011/03/23,QQQ,QQQ,S,CBOE,145812
2011/03/24,QQQ,QQQ,S,CBOE,108759
2011/03/25,QQQ,QQQ,S,CBOE,111397
2011/03/28,QQQ,QQQ,S,CBOE,63370
2011/03/29,QQQ,QQQ,S,CBOE,108277
2011/03/30,QQQ,QQQ,S,CBOE,118200
2011/03/31,QQQ,QQQ,S,CBOE,109363
2011/04/01,QQQ,QQQ,S,CBOE,137028
2011/04/04,QQQ,QQQ,S,CBOE,54571
2011/04/05,QQQ,QQQ,S,CBOE,70549
2011/04/06,QQQ,QQQ,S,CBOE,88028
2011/04/07,QQQ,QQQ,S,CBOE,86380
2011/04/08,QQQ,QQQ,S,CBOE,107279
2011/04/11,QQQ,QQQ,S,CBOE,97434
2011/04/12,QQQ,QQQ,S,CBOE,104591
2011/04/13,QQQ,QQQ,S,CBOE,98426
2011/04/14,QQQ,QQQ,S,CBOE,134925
2011/04/15,QQQ,QQQ,S,CBOE,146995
2011/04/18,QQQ,QQQ,S,CBOE,119526
2011/04/19,QQQ,QQQ,S,CBOE,120526
2011/04/20,QQQ,QQQ,S,CBOE,194157
2011/04/21,QQQ,QQQ,S,CBOE,81458
2011/04/25,QQQ,QQQ,S,CBOE,66771
2011/04/26,QQQ,QQQ,S,CBOE,150345
2011/04/27,QQQ,QQQ,S,CBOE,63096
2011/04/28,QQQ,QQQ,S,CBOE,93125
2011/04/29,QQQ,QQQ,S,CBOE,71622
2011/05/02,QQQ,QQQ,S,CBOE,54660
2011/05/03,QQQ,QQQ,S,CBOE,66635
2011/05/04,QQQ,QQQ,S,CBOE,70447
2011/05/05,QQQ,QQQ,S,CBOE,92459
2011/05/06,QQQ,QQQ,S,CBOE,101710
2011/05/09,QQQ,QQQ,S,CBOE,52522
2011/05/10,QQQ,QQQ,S,CBOE,68384
2011/05/11,QQQ,QQQ,S,CBOE,84581
2011/05/12,QQQ,QQQ,S,CBOE,72088
2011/05/13,QQQ,QQQ,S,CBOE,92446
2011/05/16,QQQ,QQQ,S,CBOE,94686
2011/05/17,QQQ,QQQ,S,CBOE,124585
2011/05/18,QQQ,QQQ,S,CBOE,102872
2011/05/19,QQQ,QQQ,S,CBOE,78937
2011/05/20,QQQ,QQQ,S,CBOE,123792
2011/05/23,QQQ,QQQ,S,CBOE,81883
2011/05/24,QQQ,QQQ,S,CBOE,42432
2011/05/25,QQQ,QQQ,S,CBOE,61488
2011/05/26,QQQ,QQQ,S,CBOE,73210
2011/05/27,QQQ,QQQ,S,CBOE,53610
2011/05/31,QQQ,QQQ,S,CBOE,99364
2011/06/01,QQQ,QQQ,S,CBOE,150796
2011/06/02,QQQ,QQQ,S,CBOE,76590
2011/06/03,QQQ,QQQ,S,CBOE,139072
2011/06/06,QQQ,QQQ,S,CBOE,110024
2011/06/07,QQQ,QQQ,S,CBOE,71902
2011/06/08,QQQ,QQQ,S,CBOE,171534
2011/06/09,QQQ,QQQ,S,CBOE,71736
2011/06/10,QQQ,QQQ,S,CBOE,142792
2011/06/13,QQQ,QQQ,S,CBOE,100313
2011/06/14,QQQ,QQQ,S,CBOE,85232
2011/06/15,QQQ,QQQ,S,CBOE,147715
2011/06/16,QQQ,QQQ,S,CBOE,177395
2011/06/17,QQQ,QQQ,S,CBOE,166611
2011/06/20,QQQ,QQQ,S,CBOE,80190
2011/06/21,QQQ,QQQ,S,CBOE,151326
2011/06/22,QQQ,QQQ,S,CBOE,43952
2011/06/23,QQQ,QQQ,S,CBOE,159167
2011/06/24,QQQ,QQQ,S,CBOE,83440
2011/06/27,QQQ,QQQ,S,CBOE,80457
2011/06/28,QQQ,QQQ,S,CBOE,111897
2011/06/29,QQQ,QQQ,S,CBOE,90624
2011/06/30,QQQ,QQQ,S,CBOE,110821
2011/07/01,QQQ,QQQ,S,CBOE,125286
2011/07/05,QQQ,QQQ,S,CBOE,105525
2011/07/06,QQQ,QQQ,S,CBOE,106775
2011/07/07,QQQ,QQQ,S,CBOE,120095
2011/07/08,QQQ,QQQ,S,CBOE,94334
2011/07/11,QQQ,QQQ,S,CBOE,99658
2011/07/12,QQQ,QQQ,S,CBOE,76162
2011/07/13,QQQ,QQQ,S,CBOE,63574
2011/07/14,QQQ,QQQ,S,CBOE,134988
2011/07/15,QQQ,QQQ,S,CBOE,209661
2011/07/18,QQQ,QQQ,S,CBOE,70022
2011/07/19,QQQ,QQQ,S,CBOE,153345
2011/07/20,QQQ,QQQ,S,CBOE,103402
2011/07/21,QQQ,QQQ,S,CBOE,90118
2011/07/22,QQQ,QQQ,S,CBOE,134778
2011/07/25,QQQ,QQQ,S,CBOE,136349
2011/07/26,QQQ,QQQ,S,CBOE,39407
2011/07/27,QQQ,QQQ,S,CBOE,221661
2011/07/28,QQQ,QQQ,S,CBOE,106545
2011/07/29,QQQ,QQQ,S,CBOE,170428
2011/08/01,QQQ,QQQ,S,CBOE,188760
2011/08/02,QQQ,QQQ,S,CBOE,99653
2011/08/03,QQQ,QQQ,S,CBOE,128714
2011/08/04,QQQ,QQQ,S,CBOE,236740
2011/08/05,QQQ,QQQ,S,CBOE,559817
2011/08/08,QQQ,QQQ,S,CBOE,331489
2011/08/09,QQQ,QQQ,S,CBOE,329075
2011/08/10,QQQ,QQQ,S,CBOE,238013
2011/08/11,QQQ,QQQ,S,CBOE,197771
2011/08/12,QQQ,QQQ,S,CBOE,114358
2011/08/15,QQQ,QQQ,S,CBOE,121214
2011/08/16,QQQ,QQQ,S,CBOE,168141
2011/08/17,QQQ,QQQ,S,CBOE,250639
2011/08/18,QQQ,QQQ,S,CBOE,309602
2011/08/19,QQQ,QQQ,S,CBOE,171238
2011/08/22,QQQ,QQQ,S,CBOE,133040
2011/08/23,QQQ,QQQ,S,CBOE,125301
2011/08/24,QQQ,QQQ,S,CBOE,115066
2011/08/25,QQQ,QQQ,S,CBOE,115709
2011/08/26,QQQ,QQQ,S,CBOE,136354
2011/08/29,QQQ,QQQ,S,CBOE,152361
2011/08/30,QQQ,QQQ,S,CBOE,179316
2011/08/31,QQQ,QQQ,S,CBOE,373728
2011/09/01,QQQ,QQQ,S,CBOE,81438
2011/09/02,QQQ,QQQ,S,CBOE,143841
2011/09/06,QQQ,QQQ,S,CBOE,119807
2011/09/07,QQQ,QQQ,S,CBOE,62231
2011/09/08,QQQ,QQQ,S,CBOE,132616
2011/09/09,QQQ,QQQ,S,CBOE,144206
2011/09/12,QQQ,QQQ,S,CBOE,145104
2011/09/13,QQQ,QQQ,S,CBOE,89346
2011/09/14,QQQ,QQQ,S,CBOE,286403
2011/09/15,QQQ,QQQ,S,CBOE,203312
2011/09/16,QQQ,QQQ,S,CBOE,179098
2011/09/19,QQQ,QQQ,S,CBOE,136422
2011/09/20,QQQ,QQQ,S,CBOE,125850
2011/09/21,QQQ,QQQ,S,CBOE,145652
2011/09/22,QQQ,QQQ,S,CBOE,532083
2011/09/23,QQQ,QQQ,S,CBOE,140690
2011/09/26,QQQ,QQQ,S,CBOE,177692
2011/09/27,QQQ,QQQ,S,CBOE,209272
2011/09/28,QQQ,QQQ,S,CBOE,79160
2011/09/29,QQQ,QQQ,S,CBOE,192454
2011/09/30,QQQ,QQQ,S,CBOE,254299
2011/10/03,QQQ,QQQ,S,CBOE,191358
2011/10/04,QQQ,QQQ,S,CBOE,263444
2011/10/05,QQQ,QQQ,S,CBOE,207375
2011/10/06,QQQ,QQQ,S,CBOE,144325
2011/10/07,QQQ,QQQ,S,CBOE,152784
2011/10/10,QQQ,QQQ,S,CBOE,115554
2011/10/11,QQQ,QQQ,S,CBOE,90489
2011/10/12,QQQ,QQQ,S,CBOE,247187
2011/10/13,QQQ,QQQ,S,CBOE,97845
2011/10/14,QQQ,QQQ,S,CBOE,166122
2011/10/17,QQQ,QQQ,S,CBOE,93763
2011/10/18,QQQ,QQQ,S,CBOE,163456
2011/10/19,QQQ,QQQ,S,CBOE,119168
2011/10/20,QQQ,QQQ,S,CBOE,197632
2011/10/21,QQQ,QQQ,S,CBOE,144658
2011/10/24,QQQ,QQQ,S,CBOE,79301
2011/10/25,QQQ,QQQ,S,CBOE,102386
2011/10/26,QQQ,QQQ,S,CBOE,123130
2011/10/27,QQQ,QQQ,S,CBOE,141721
2011/10/28,QQQ,QQQ,S,CBOE,91822
2011/10/31,QQQ,QQQ,S,CBOE,84943
2011/11/01,QQQ,QQQ,S,CBOE,167579
2011/11/02,QQQ,QQQ,S,CBOE,67519
2011/11/03,QQQ,QQQ,S,CBOE,145192
2011/11/04,QQQ,QQQ,S,CBOE,57297
